dataset,column,count,mean,std,min,5%,25%,50%,75%,95%,max,skew
prediction_2025,api_passes_key,2057.0,12.05736509479825,13.160621587281712,0.0,0.0,2.0,8.0,17.0,39.19999999999982,109.0,1.9067735948529623
prediction_2025,api_tackles_total,2057.0,20.585804569761788,18.388229845075607,0.0,0.0,6.0,16.0,31.0,56.0,104.0,1.1029549934554996
prediction_2025,api_tackles_blocks,2057.0,4.339815264948955,5.879193557957282,0.0,0.0,0.0,2.0,6.0,17.0,45.0,2.1960655851416333
prediction_2025,api_tackles_interceptions,2057.0,10.725814292659212,10.959719298933273,0.0,0.0,2.0,7.0,17.0,33.0,63.0,1.244494444521062
prediction_2025,api_duels_total,2057.0,123.36023334953816,90.9983432607985,0.0,4.0,47.0,113.0,184.0,286.0,492.0,0.6608910658017801
prediction_2025,api_duels_won,2057.0,61.86096256684492,47.12045907120172,0.0,2.0,22.0,54.0,93.0,150.0,270.0,0.7521478207358763
prediction_2025,api_dribbles_attempts,2057.0,18.317938745746233,21.786459982078796,0.0,0.0,3.0,11.0,26.0,61.19999999999982,244.0,2.5343401489371513
prediction_2025,api_dribbles_success,2057.0,8.551774428779776,10.486946119908097,0.0,0.0,1.0,5.0,12.0,29.0,135.0,2.873829616679024
prediction_2025,api_dribbles_past,2057.0,8.717063684978124,8.170880816618599,0.0,0.0,2.0,7.0,13.0,24.0,54.0,1.4395356308809464
prediction_2025,api_fouls_drawn,2057.0,14.27807486631016,13.397197228089249,0.0,0.0,4.0,11.0,21.0,40.0,104.0,1.5024956683173916
prediction_2025,api_fouls_committed,2057.0,15.094798249878464,12.097940830776842,0.0,0.0,5.0,13.0,23.0,37.19999999999982,74.0,0.8654270654213904
prediction_2025,api_cards_yellow,2057.0,2.4846864365580945,2.2927486374585175,0.0,0.0,1.0,2.0,4.0,7.0,11.0,1.0004947223172789
prediction_2025,api_cards_red,2057.0,0.12153621779290229,0.35534820536799683,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0125420349467165
prediction_2025,api_penalty_won,2057.0,0.1434127369956247,0.43703393328833423,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.6393620992853424
prediction_2025,api_penalty_commited,2057.0,0.20369470102090423,0.46661497319132716,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.3388286545303383
prediction_2025,api_penalty_scored,2057.0,0.16383082158483228,0.6825325540353737,0.0,0.0,0.0,0.0,0.0,1.0,10.0,5.964306741323214
prediction_2025,api_penalty_missed,2057.0,0.049100631988332526,0.2416311666669954,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.351557767966664
prediction_2025,api_penalty_saved,2057.0,0.03548857559552747,0.24200175858520118,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.041258841944238
